dissemination_identifier,execution_timestamp_utc,execution_month,effective_date,expiration_date,tenor_days,tenor_months_rounded,tenor_years_exact,tenor_label,swap_format_inferred,fixed_rate_decimal,fixed_rate_pct,notional_usd,currency,underlier_name_norm,index_family_norm,cpi_lag_months_inferred,index_convention_inferred,source_file,platform_identifier,cleared
1818550409000003701,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024578,2.4578,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550410000003801,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024597,2.4597,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550411000003901,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024607,2.4607,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550413000004101,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024648,2.4648,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550415000004301,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024692,2.4692,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550416000004401,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024722,2.4722,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550420000004801,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024732,2.4732,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550421000004901,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024743,2.4743,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550422000005001,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024768,2.4768,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550423000005101,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024752,2.4752,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550425000005301,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024772,2.4772,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550426000005401,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.02481,2.481,600000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550427000005501,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024838,2.4838,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550428000005601,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.024868,2.4868,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550430000005801,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.025033,2.5033,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550431000005901,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.025038,2.5038,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550433000006101,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.025103,2.5103,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550434000006201,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.025128,2.5128,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1818550436000006401,2026-01-22T16:58:32Z,2026-01,2025-06-15,2035-06-15,3652,120,9.998631,10Y,YYIS,0.025507,2.5507,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1819394104000000201,2026-01-22T17:49:10Z,2026-01,2026-01-26,2031-01-26,1826,60,4.999316,5Y,YYIS,0.02466,2.466,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1819589971000000201,2026-01-22T18:02:34Z,2026-01,2025-06-15,2055-06-15,10957,360,29.998631,30Y,YYIS,0.024627,2.4627,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1819775812000000101,2026-01-22T18:17:47Z,2026-01,2025-12-15,2055-12-15,10957,360,29.998631,30Y,YYIS,0.02466,2.466,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1819986353000002001,2026-01-22T18:36:40Z,2026-01,2026-01-26,2056-01-26,10957,360,29.998631,30Y,YYIS,0.02471,2.471,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,GSEF,I
1820091370000000201,2026-01-22T18:58:45Z,2026-01,2026-01-26,2056-01-26,10957,360,29.998631,30Y,YYIS,0.02466,2.466,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1820176525000000101,2026-01-22T19:24:03Z,2026-01,2026-02-02,2036-02-02,3652,120,9.998631,10Y,YYIS,0.025,2.5,900000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1820552493000000101,2026-01-22T20:51:33Z,2026-01,2026-01-26,2056-01-26,10957,360,29.998631,30Y,YYIS,0.02462,2.462,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1832299328000000201,2026-01-23T13:35:40Z,2026-01,2026-01-27,2031-01-27,1826,60,4.999316,5Y,YYIS,0.024395,2.4395,670000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1832328326000000601,2026-01-23T13:37:51Z,2026-01,2026-01-27,2031-01-27,1826,60,4.999316,5Y,YYIS,0.0244,2.44,930000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1832840392000001401,2026-01-23T14:18:23Z,2026-01,2026-01-27,2056-01-27,10957,360,29.998631,30Y,YYIS,0.02454,2.454,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1832918975000000901,2026-01-23T14:32:33Z,2026-01,2026-01-15,2031-01-15,1826,60,4.999316,5Y,YYIS,0.023,2.3,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1832937306000000701,2026-01-23T14:34:52Z,2026-01,2026-01-15,2036-01-15,3652,120,9.998631,10Y,YYIS,0.024,2.4,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1832943528000000501,2026-01-23T14:35:55Z,2026-01,2026-01-20,2046-01-20,7305,240,20.0,20Y,YYIS,0.02445,2.445,190000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1832943530000000701,2026-01-23T14:35:55Z,2026-01,2026-01-20,2046-01-20,7305,240,20.0,20Y,YYIS,0.02438,2.438,260000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1832943531000000801,2026-01-23T14:35:55Z,2026-01,2026-01-20,2031-01-20,1826,60,4.999316,5Y,YYIS,0.023975,2.3975,130000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1832943532000000901,2026-01-23T14:35:55Z,2026-01,2026-01-20,2031-01-20,1826,60,4.999316,5Y,YYIS,0.023975,2.3975,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1832943537000001401,2026-01-23T14:35:55Z,2026-01,2026-01-20,2046-01-20,7305,240,20.0,20Y,YYIS,0.02445,2.445,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1832991799000000101,2026-01-23T14:47:56Z,2026-01,2026-01-20,2031-01-20,1826,60,4.999316,5Y,ZCIS,0.024,2.4,30000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,N
1832991800000000201,2026-01-23T14:47:56Z,2026-01,2026-01-20,2031-01-20,1826,60,4.999316,5Y,ZCIS,0.024075,2.4075,30000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,N
1832991801000000301,2026-01-23T14:47:56Z,2026-01,2026-01-20,2031-01-20,1826,60,4.999316,5Y,ZCIS,0.023975,2.3975,80000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,N
1832991802000000401,2026-01-23T14:47:56Z,2026-01,2026-01-20,2031-01-20,1826,60,4.999316,5Y,ZCIS,0.023945,2.3945,100000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,N
1833468717000001501,2026-01-23T14:47:56Z,2026-01,2026-01-20,2046-01-20,7305,240,20.0,20Y,ZCIS,0.024075,2.4075,30000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,N
1833483736000000101,2026-01-23T14:47:56Z,2026-01,2026-01-20,2046-01-20,7305,240,20.0,20Y,ZCIS,0.024,2.4,30000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,N
1834892919000000101,2026-01-23T14:47:56Z,2026-01,2026-01-20,2046-01-20,7305,240,20.0,20Y,ZCIS,0.024075,2.4075,30000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,N
1834892920000000201,2026-01-23T14:47:56Z,2026-01,2026-01-20,2031-01-20,1826,60,4.999316,5Y,ZCIS,0.023975,2.3975,80000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,N
1834892921000000301,2026-01-23T14:47:56Z,2026-01,2026-01-20,2031-01-20,1826,60,4.999316,5Y,ZCIS,0.023945,2.3945,100000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,N
1834892922000000401,2026-01-23T14:47:56Z,2026-01,2026-01-20,2046-01-20,7305,240,20.0,20Y,ZCIS,0.024,2.4,30000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,N
1833022055000000201,2026-01-23T14:55:34Z,2026-01,2026-01-27,2056-01-27,10957,360,29.998631,30Y,ZCIS,0.024475,2.4475,5000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BGCD,I
1833022058000000501,2026-01-23T14:55:34Z,2026-01,2026-01-27,2056-01-27,10957,360,29.998631,30Y,ZCIS,0.024475,2.4475,5000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BGCD,I
1833106290000000101,2026-01-23T14:55:34Z,2026-01,2026-01-27,2056-01-27,10957,360,29.998631,30Y,ZCIS,0.024475,2.4475,5000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BGCD,I
1833044691000000401,2026-01-23T15:01:27Z,2026-01,2026-01-27,2036-01-27,3652,120,9.998631,10Y,ZCIS,0.0246,2.46,5000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BGCD,I
1833044692000000501,2026-01-23T15:01:27Z,2026-01,2026-01-27,2036-01-27,3652,120,9.998631,10Y,ZCIS,0.0246,2.46,5000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BGCD,N
1833132951000000301,2026-01-23T15:01:27Z,2026-01,2026-01-27,2036-01-27,3652,120,9.998631,10Y,ZCIS,0.0246,2.46,5000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BGCD,I
1833095131000000101,2026-01-23T15:16:06Z,2026-01,2024-04-10,2034-04-10,3652,120,9.998631,10Y,YYIS,0.025975,2.5975,500000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1833117518000000201,2026-01-23T15:24:30Z,2026-01,2026-01-27,2056-01-27,10957,360,29.998631,30Y,YYIS,0.02448,2.448,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,GSEF,I
1833119636000000101,2026-01-23T15:24:43Z,2026-01,2026-01-27,2056-01-27,10957,360,29.998631,30Y,YYIS,0.024475,2.4475,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,GSEF,I
1833138842000001601,2026-01-23T15:31:38Z,2026-01,2026-01-15,2028-01-15,730,24,1.998631,2Y,YYIS,0.023975,2.3975,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1833169666000001301,2026-01-23T15:41:35Z,2026-01,2026-01-23,2056-01-23,10957,360,29.998631,30Y,YYIS,0.02481,2.481,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1833169668000001501,2026-01-23T15:41:35Z,2026-01,2026-01-15,2056-01-15,10957,360,29.998631,30Y,YYIS,0.02445,2.445,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1833169670000001701,2026-01-23T15:41:35Z,2026-01,2026-01-14,2056-01-14,10957,360,29.998631,30Y,YYIS,0.02442,2.442,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1833169671000001801,2026-01-23T15:41:35Z,2026-01,2026-01-13,2056-01-13,10957,360,29.998631,30Y,YYIS,0.024405,2.4405,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1833169672000001901,2026-01-23T15:41:35Z,2026-01,2026-01-13,2056-01-13,10957,360,29.998631,30Y,YYIS,0.024345,2.4345,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1833180472000000501,2026-01-23T15:45:51Z,2026-01,2026-01-27,2036-01-27,3652,120,9.998631,10Y,YYIS,0.024587,2.4587,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1833468713000001101,2026-01-23T17:02:14Z,2026-01,2026-01-27,2056-01-27,10957,360,29.998631,30Y,YYIS,0.024542,2.4542,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1834663890000000401,2026-01-23T18:22:08Z,2026-01,2026-01-27,2056-01-27,10957,360,29.998631,30Y,YYIS,0.02457,2.457,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1834760419000000101,2026-01-23T18:30:06Z,2026-01,2026-02-02,2031-02-02,1826,60,4.999316,5Y,YYIS,0.025,2.5,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1834912461000000601,2026-01-23T19:00:02Z,2026-01,2026-02-02,2031-02-02,1826,60,4.999316,5Y,YYIS,0.025,2.5,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1834917938000000201,2026-01-23T19:01:18Z,2026-01,2026-02-02,2031-02-02,1826,60,4.999316,5Y,YYIS,0.025,2.5,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1834987628000000101,2026-01-23T19:28:37Z,2026-01,2026-02-02,2036-02-02,3652,120,9.998631,10Y,YYIS,0.025,2.5,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1834987629000000201,2026-01-23T19:28:37Z,2026-01,2026-02-02,2036-02-02,3652,120,9.998631,10Y,YYIS,0.025,2.5,900000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1834987949000000501,2026-01-23T19:28:37Z,2026-01,2026-02-02,2036-02-02,3652,120,9.998631,10Y,ZCIS,0.025,2.5,1000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,N
1834988199000000101,2026-01-23T19:28:37Z,2026-01,2026-02-02,2036-02-02,3652,120,9.998631,10Y,ZCIS,0.025,2.5,900000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,N
1834997481000000201,2026-01-23T19:37:16Z,2026-01,2026-01-27,2056-01-27,10957,360,29.998631,30Y,YYIS,0.02461,2.461,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1835033178000000501,2026-01-23T19:47:43Z,2026-01,2026-01-27,2056-01-27,10957,360,29.998631,30Y,YYIS,0.0246,2.46,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1835075699000000301,2026-01-23T19:52:01Z,2026-01,2026-01-27,2036-01-27,3652,120,9.998631,10Y,YYIS,0.02478,2.478,620000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1835082466000000401,2026-01-23T19:53:48Z,2026-01,2026-01-27,2056-01-27,10957,360,29.998631,30Y,YYIS,0.02458,2.458,130000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1835342153000000301,2026-01-23T20:53:02Z,2026-01,2024-04-04,2029-04-04,1826,60,4.999316,5Y,YYIS,0.02535,2.535,310000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1835342154000000401,2026-01-23T20:53:02Z,2026-01,2024-06-13,2034-06-13,3652,120,9.998631,10Y,YYIS,0.02555,2.555,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1835342155000000501,2026-01-23T20:53:02Z,2026-01,2021-12-07,2051-12-07,10957,360,29.998631,30Y,YYIS,0.02487,2.487,180000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1835343739000000501,2026-01-23T20:54:40Z,2026-01,2023-10-17,2033-10-17,3653,120,10.001369,10Y,YYIS,0.0262,2.62,1000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1848548054000000901,2026-01-26T13:24:27Z,2026-01,2025-12-15,2055-12-15,10957,360,29.998631,30Y,YYIS,0.02444,2.444,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1848776747000000301,2026-01-26T14:48:15Z,2026-01,2026-01-15,2031-01-15,1826,60,4.999316,5Y,YYIS,0.023,2.3,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1848777564000000201,2026-01-26T14:49:34Z,2026-01,2026-01-15,2036-01-15,3652,120,9.998631,10Y,YYIS,0.024,2.4,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1849057897000000901,2026-01-26T16:52:45Z,2026-01,2026-01-28,2056-01-28,10957,360,29.998631,30Y,YYIS,0.024522,2.4522,200000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1849304815000000201,2026-01-26T17:10:11Z,2026-01,2026-01-28,2036-01-28,3652,120,9.998631,10Y,YYIS,0.0247875,2.47875,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,GSEF,I
1849375270000000101,2026-01-26T17:14:40Z,2026-01,2026-01-28,2056-01-28,10957,360,29.998631,30Y,ZCIS,0.0245325,2.45325,3000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BGCD,I
1849375272000000301,2026-01-26T17:14:40Z,2026-01,2026-01-28,2056-01-28,10957,360,29.998631,30Y,ZCIS,0.0245325,2.45325,3000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BGCD,N
1849604943000000101,2026-01-26T17:14:40Z,2026-01,2026-01-28,2056-01-28,10957,360,29.998631,30Y,ZCIS,0.0245325,2.45325,3000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BGCD,I
1850736280000003901,2026-01-26T19:26:16Z,2026-01,2026-01-28,2056-01-28,10957,360,29.998631,30Y,YYIS,0.024545,2.4545,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1863662210000001501,2026-01-27T13:27:55Z,2026-01,2021-03-05,2026-03-05,1826,60,4.999316,5Y,YYIS,0.0241875,2.41875,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1863662213000001801,2026-01-27T13:27:55Z,2026-01,2021-05-13,2026-05-13,1826,60,4.999316,5Y,YYIS,0.027675,2.7675,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1863737767000000701,2026-01-27T13:33:14Z,2026-01,2025-01-15,2035-01-15,3652,120,9.998631,10Y,YYIS,0.0255,2.55,100000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1863737768000000801,2026-01-27T13:33:14Z,2026-01,2025-01-15,2030-01-15,1826,60,4.999316,5Y,YYIS,0.0252,2.52,100000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1863878429000001001,2026-01-27T13:43:58Z,2026-01,2026-01-29,2036-01-29,3652,120,9.998631,10Y,YYIS,0.02493,2.493,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1864478468000000101,2026-01-27T14:26:06Z,2026-01,2026-01-29,2036-01-29,3652,120,9.998631,10Y,YYIS,0.0249538,2.49538,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,I
1864772098000000601,2026-01-27T15:32:12Z,2026-01,2026-01-15,2036-01-15,3652,120,9.998631,10Y,YYIS,0.024,2.4,3000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1864774533000000301,2026-01-27T15:32:12Z,2026-01,2026-01-15,2036-01-15,3652,120,9.998631,10Y,Likely ZCIS,0.024,2.4,3000000.0,USD,USA CPI-U,US CPI-U,3,Zero-coupon inflation swap vs USA CPI-U,January_CFTC_121733.zip,BILT,I
1864779992000000401,2026-01-27T15:33:19Z,2026-01,2026-01-15,2031-01-15,1826,60,4.999316,5Y,YYIS,0.023,2.3,5000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1864832380000000201,2026-01-27T15:48:14Z,2026-01,2026-01-29,2036-01-29,3652,120,9.998631,10Y,YYIS,0.02493,2.493,4000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1864887083000000701,2026-01-27T16:05:15Z,2026-01,2023-07-28,2053-07-28,10958,360,30.001369,30Y,YYIS,0.0253,2.53,2000000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
1864887084000000801,2026-01-27T16:05:15Z,2026-01,2023-07-28,2053-07-28,10958,360,30.001369,30Y,YYIS,0.0253,2.53,900000.0,USD,USA CPI-U,US CPI-U,3,Year-on-year inflation swap vs USA CPI-U,January_CFTC_121733.zip,TWSF,I
